chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr21	39269798	39269898	5565466	0	-	0.38	(0.354,0.384]	chr21	602117	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	BRWD1	ENSG00000185658.14	ENST00000333229.6:ENST00000342449.8:ENST00000380800.7	protein_coding	protein_coding	protein_coding	protein_coding	0	70	2	6.63699	7.259875	7.88276	1.36977e-9	1e-12	1.17254e-6	1.25805e-9
chr2	95906793	95906881	916297	0	-	0.352273	(0.323,0.354]	chr2	102337	1	EXON_MRNA	EXON_MRNA:INTRON	ANKRD36C	ENSG00000174501.14	ENST00000456556.5:ENST00000531153.5:ENST00000534304.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	62	2	6.89226	7.23576	7.57926	1.27555e-10	1e-12	1.51528e-7	1.25805e-9
chr16	31190942	31190962	4685506	0	+	0.35	(0.323,0.354]	chr16	480457	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	FUS	ENSG00000089280.19	ENST00000380244.7:ENST00000487509.6	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	59	2	7.10417	7.2119599999999995	7.31975	1.07145e-11	1.18394e-12	9.98096e-9	2.85827e-9
chr11	63970522	63970576	3568941	0	+	0.462963	(0.45,0.49]	chr11	353806	2	EXON_SMALL	EXON_SMALL	RNU6-45P	ENSG00000207200.1	ENST00000384471.1	snRNA	snRNA	snRNA	snRNA	20	949	2	6.89732	7.20524	7.51316	1e-12	1e-12	2.4862e-9	1.25805e-9
chr7	26196481	26196556	2596717	0	-	0.293333	(0.29,0.323]	chr7	260176	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HNRNPA2B1	ENSG00000122566.22	ENST00000676749.1:ENST00000476233.2:ENST00000677669.1:ENST00000677075.1:ENST00000618183.5:ENST00000360787.8:ENST00000463181.5:ENST00000495810.2	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	4	196	2	6.98071	7.174215	7.36772	1e-12	1e-12	2.4862e-9	1.25805e-9
chr1	244860238	244860334	522187	0	-	0.458333	(0.45,0.49]	chr1	65458	10	EXON_MRNA	EXON_MRNA:SS5_ADJ:SS5_PROX:INTRON	HNRNPU	ENSG00000153187.20	ENST00000649899.1:ENST00000640306.1:ENST00000444376.7:ENST00000640218.2:ENST00000440865.2:ENST00000638952.1:ENST00000638716.1:ENST00000366525.8:ENST00000283179.14:ENST00000638475.1:ENST00000640056.1:ENST00000639667.1:ENST00000638589.1:ENST00000640440.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	2	154	2	6.79343	7.170505	7.54758	1e-12	1e-12	2.4862e-9	1.25805e-9
chr5	138183369	138183463	1864818	0	+	0.542553	(0.53,0.586]	chr5	189334	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	KIF20A	ENSG00000112984.12	ENST00000394894.8	protein_coding	protein_coding	protein_coding	protein_coding	0	76	2	6.88023	7.166235	7.45224	5.86384e-11	1e-12	7.81998e-8	1.25805e-9
chr1	145995291	145995303	427721	0	-	0.416667	(0.414,0.45]	chr1	51967	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	TXNIP	ENSG00000265972.6	ENST00000582401.6:ENST00000425134.2	protein_coding	protein_coding	protein_coding	protein_coding	0	68	2	6.69959	7.154935	7.61028	5.18255e-10	1e-12	5.13926e-7	1.25805e-9
chr6	44251898	44251984	2112191	0	+	0.465116	(0.45,0.49]	chr6	216011	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HSP90AB1	ENSG00000096384.20	ENST00000353801.7:ENST00000371646.10:ENST00000371554.2	protein_coding	protein_coding	protein_coding	protein_coding	0	63	2	6.93928	7.123615	7.30795	4.62905e-11	1e-12	6.45424e-8	1.25805e-9
chr11	70414652	70414752	3584808	0	+	0.64	(0.586,1]	chr11	357443	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	CTTN	ENSG00000085733.16	ENST00000346329.7:ENST00000301843.13:ENST00000415461.2	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	108	2	6.94871	7.115115	7.28152	7.06071e-11	2.52143e-12	5.01918e-8	5.41746e-9
chrX	48576604	48576704	5725019	0	+	0.51	(0.49,0.53]	chrX	621909	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	RBM3	ENSG00000102317.18	ENST00000376759.8:ENST00000466764.5:ENST00000489344.5:ENST00000376755.1:ENST00000354480.2	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	64	2	6.9844	7.1025	7.2206	2.52576e-11	1.78613e-12	3.99607e-8	2.10254e-9
chr9	19376393	19376488	3141971	0	-	0.452632	(0.45,0.49]	chr9	309072	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	RPS6	ENSG00000137154.13	ENST00000380394.9:ENST00000498815.1:ENST00000380384.5:ENST00000315377.4	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	61	2	6.77083	7.05903	7.34723	2.61587e-10	1e-12	2.82764e-7	1.25805e-9
chr2	96864604	96864704	919138	0	-	0.68	(0.586,1]	chr2	102998	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SEMA4C	ENSG00000168758.11	ENST00000305476.10:ENST00000482925.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	112	2	6.46916	7.05691	7.64466	5.01873e-9	1e-12	3.47288e-6	1.25805e-9
chr12	103941897	103941997	3859449	0	+	0.47	(0.45,0.49]	chr12	391411	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	HSP90B1	ENSG00000166598.16	ENST00000614327.2:ENST00000299767.10:ENST00000680370.1:ENST00000680316.1:ENST00000679861.1:ENST00000681245.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	59	2	6.93928	7.03922	7.13916	4.62905e-11	4.85489e-12	6.45424e-8	5.07812e-9
chr17	7224714	7224808	4854651	0	+	0.638298	(0.586,1]	chr17	502700	1	EXON_MRNA	EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ACADVL	ENSG00000072778.20	ENST00000322910.9:ENST00000350303.9:ENST00000356839.10:ENST00000585203.6:ENST00000579425.5:ENST00000583848.5:ENST00000578033.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	103	2	6.79137	7.0364450000000005	7.28152	3.05774e-10	2.52143e-12	1.73553e-7	5.41746e-9
chr8	9772258	9772358	2752939	0	+	0.42	(0.414,0.45]	chr8	272978	16	INTRON	INTRON	TNKS	ENSG00000173273.16	ENST00000310430.11:ENST00000518281.5	protein_coding	protein_coding	protein_coding	protein_coding	2	139	2	6.78127	7.03448	7.28769	1e-12	1e-12	2.4862e-9	1.25805e-9
chr2	200830062	200830116	762647	0	+	0.462963	(0.45,0.49]	chr2	85692	2	EXON_SMALL	EXON_SMALL	RNU6-31P	ENSG00000207116.1	ENST00000384388.1	snRNA	snRNA	snRNA	snRNA	26	1088	2	6.64933	7.029685000000001	7.41004	1e-12	1e-12	2.4862e-9	1.25805e-9
chr3	194437215	194437310	1423363	0	-	0.284211	[0,0.29]	chr3	150887	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ATP13A3	ENSG00000133657.16	ENST00000645538.1:ENST00000645319.2:ENST00000642744.1:ENST00000645621.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	50	2	7.00518	7.02733	7.04948	4.66497e-11	2.28315e-11	6.46903e-8	1.89534e-8
chr6	170399964	170400064	2231595	0	+	0.43	(0.414,0.45]	chr6	224262	40	INTRON	INTRON	FAM120B	ENSG00000112584.14	ENST00000537664.5:ENST00000476287.4	protein_coding	protein_coding	protein_coding	protein_coding	0	60	2	6.76041	7.0253049999999995	7.2902	2.83302e-10	1e-12	3.0341e-7	1.25805e-9
chr12	6537010	6537100	3770952	0	+	0.622222	(0.586,1]	chr12	381056	1	EXON_MRNA	EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	GAPDH	ENSG00000111640.15	ENST00000229239.10:ENST00000396861.5:ENST00000396859.5:ENST00000466525.1:ENST00000396858.5:ENST00000619601.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	100	2	6.90101	7.009175000000001	7.1173400000000004	1.04396e-10	1.39057e-11	1.26609e-7	1.24165e-8
chr7	103311728	103311807	2488580	0	+	0.265823	[0,0.29]	chr7	251028	1	EXON_MRNA	EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	PMPCB	ENSG00000105819.14	ENST00000249269.9:ENST00000428154.5:ENST00000453466.1:ENST00000469560.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	49	2	6.93491	6.999265	7.06362	7.71552e-11	2.49375e-11	5.4111e-8	3.96344e-8
chr10	38095643	38095733	3279522	0	+	0.388889	(0.384,0.414]	chr10	323611	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ZNF37A	ENSG00000075407.18	ENST00000351773.7:ENST00000361085.9	protein_coding	protein_coding	protein_coding	protein_coding	0	57	2	6.62952	6.99368	7.35784	1.01037e-9	1e-12	4.89271e-7	2.4862e-9
chr14	102085615	102085707	4407104	0	-	0.48913	(0.45,0.49]	chr14	447969	3	EXON_MRNA	EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HSP90AA1	ENSG00000080824.19	ENST00000216281.13:ENST00000554401.1:ENST00000553585.5:ENST00000555662.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	4	225	2	6.38588	6.992305	7.59873	1e-12	1e-12	2.4862e-9	1.25805e-9
chr11	119089272	119089372	3626087	0	+	0.56	(0.53,0.586]	chr11	362387	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HMBS	ENSG00000256269.10	ENST00000652429.1:ENST00000392841.1:ENST00000543543.5:ENST00000648488.1:ENST00000544360.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	69	2	6.56136	6.99104	7.42072	1.36876e-9	1e-12	1.17254e-6	1.25805e-9
chr12	56130939	56131025	3823975	0	+	0.581395	(0.53,0.586]	chr12	386633	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ESYT1	ENSG00000139641.13	ENST00000394048.10:ENST00000267113.4	protein_coding	protein_coding	protein_coding	protein_coding	0	66	2	6.79148	6.98598	7.18048	1.38711e-10	2.36644e-12	8.87781e-8	5.14801e-9
