chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr22	49527008	49527108	5680843	0	-	0.53	(0.525,0.58]	chr22	617478	854	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	2	1028	2	9.22929	9.626845	10.0244	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527608	49527708	5680849	0	-	0.49	(0.48,0.525]	chr22	617478	860	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	22	5450	2	9.04604	9.56767	10.0893	1e-12	1e-12	2.67863e-9	1.24148e-9
chr2	10336305	10336405	539933	0	+	0.32	(0.283,0.32]	chr2	66730	57	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	10	1723	2	9.10511	9.559705000000001	10.0143	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527108	49527208	5680844	0	-	0.46	(0.444,0.48]	chr22	617478	855	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	12	2854	2	8.96352	9.54101	10.1185	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606466	46606566	5626487	0	+	0.54	(0.525,0.58]	chr22	610497	288	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	0	393	2	9.00911	9.515355	10.0216	1e-12	1e-12	2.67863e-9	1.24148e-9
chr17	82850126	82850226	4973884	0	+	0.55	(0.525,0.58]	chr17	517786	348	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	8	2692	2	8.52899	9.513445	10.4979	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46605966	46606066	5626482	0	+	0.54	(0.525,0.58]	chr22	610497	283	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	2	941	2	9.00198	9.50684	10.0117	1e-12	1e-12	2.67863e-9	1.24148e-9
chr13	91351435	91351532	4087745	0	+	0.268041	[0,0.283]	chr13	418346	19	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	6	1066	2	9.34849	9.45863	9.56877	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527808	49527908	5680851	0	-	0.53	(0.525,0.58]	chr22	617478	862	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	0	398	2	9.43731	9.45841	9.47951	1e-12	1e-12	2.67863e-9	1.24148e-9
chr16	85646063	85646162	4748919	0	+	0.494949	(0.48,0.525]	chr16	486041	116	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000635906.1:ENST00000253458.12	protein_coding	protein_coding	protein_coding	protein_coding	24	5118	2	8.80715	9.36231	9.91747	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606066	46606166	5626483	0	+	0.53	(0.525,0.58]	chr22	610497	284	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	0	332	2	8.84808	9.273155	9.69823	1e-12	1e-12	2.67863e-9	1.24148e-9
chr17	82850426	82850526	4973887	0	+	0.52	(0.48,0.525]	chr17	517786	351	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	26	5275	2	8.22434	9.25802	10.2917	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527308	49527408	5680846	0	-	0.46	(0.444,0.48]	chr22	617478	857	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	40	7136	2	8.45317	9.247135	10.0411	1e-12	1e-12	2.67863e-9	1.24148e-9
chr16	85645864	85645963	4748917	0	+	0.464646	(0.444,0.48]	chr16	486041	114	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000635906.1:ENST00000253458.12	protein_coding	protein_coding	protein_coding	protein_coding	6	1372	2	9.0955	9.236615	9.37773	1e-12	1e-12	2.67863e-9	1.24148e-9
chr3	194491699	194491798	1216388	0	+	0.616162	(0.58,1]	chr3	132871	26	INTRON	INTRON	LINC00884	ENSG00000233058.2	ENST00000661941.1:ENST00000662856.1	lncRNA	lncRNA	lncRNA	lncRNA	0	514	2	9.09048	9.195979999999999	9.30148	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606166	46606266	5626484	0	+	0.54	(0.525,0.58]	chr22	610497	285	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	2	741	2	8.59322	9.163055	9.73289	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606266	46606366	5626485	0	+	0.55	(0.525,0.58]	chr22	610497	286	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	0	305	2	8.42555	9.129355	9.83316	1e-12	1e-12	2.67863e-9	1.24148e-9
chr1	226976352	226976452	249129	0	+	0.71	(0.58,1]	chr1	30252	103	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	2	1329	2	8.89038	9.12686	9.3633400000000009	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527708	49527808	5680850	0	-	0.48	(0.444,0.48]	chr22	617478	861	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	16	2675	2	8.59243	9.060649999999999	9.52887	1e-12	1e-12	2.67863e-9	1.24148e-9
chr3	160404685	160404764	1185197	0	+	0.367089	(0.35,0.38]	chr3	129382	1	SS5_PROX	SS5_PROX:PRIMIRNA:INTRON	SMC4:MIR15B	ENSG00000113810.16:ENSG00000207779.1	ENST00000472282.5:ENST00000357388.8:ENST00000469762.5:ENST00000468653.5:ENST00000462787.5:ENST00000470240.5:ENST00000497984.5:ENST00000385045.1:ENST00000487747.5	miRNA	protein_coding	miRNA:protein_coding	protein_coding:retained_intron:processed_transcript:primary_miRNA	0	200	2	8.92008	9.04153	9.16298	1e-12	1e-12	2.67863e-9	1.24148e-9
chr17	82850226	82850326	4973885	0	+	0.55	(0.525,0.58]	chr17	517786	349	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	14	2916	2	8.29638	8.968205	9.64003	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606566	46606666	5626488	0	+	0.54	(0.525,0.58]	chr22	610497	289	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	0	266	2	8.34333	8.946345	9.54936	1e-12	1e-12	2.67863e-9	1.24148e-9
chr20	3917450	3917550	5390863	0	+	0.56	(0.525,0.58]	chr20	580852	4	SS5_PROX	SS5_PROX:INTRON	PANK2	ENSG00000125779.24	ENST00000336066.8:ENST00000646394.1:ENST00000621507.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	676	2	8.92585	8.928374999999999	8.9309	1e-12	1e-12	2.67863e-9	1.24148e-9
chr16	85645963	85646063	4748918	0	+	0.49	(0.48,0.525]	chr16	486041	115	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000635906.1:ENST00000253458.12	protein_coding	protein_coding	protein_coding	protein_coding	30	4773	2	8.5801	8.923745	9.26739	1e-12	1e-12	2.67863e-9	1.24148e-9
chr2	10335905	10336005	539929	0	+	0.35	(0.32,0.35]	chr2	66730	53	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	42	4488	2	8.47001	8.921465000000001	9.37292	1e-12	1e-12	2.67863e-9	1.24148e-9
chr1	226976253	226976352	249128	0	+	0.747475	(0.58,1]	chr1	30252	102	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	2	1149	2	8.6829	8.91672	9.15054	1e-12	1e-12	2.67863e-9	1.24148e-9
chr2	10336005	10336105	539930	0	+	0.36	(0.35,0.38]	chr2	66730	54	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	34	3867	2	8.389	8.89533	9.40166	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	46606366	46606466	5626486	0	+	0.54	(0.525,0.58]	chr22	610497	287	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	2	609	2	8.3352	8.880345	9.42549	1e-12	1e-12	2.67863e-9	1.24148e-9
chr17	82849927	82850026	4973882	0	+	0.565657	(0.525,0.58]	chr17	517786	346	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	40	6800	2	7.83486	8.738365	9.64187	1e-12	1e-12	2.67863e-9	1.24148e-9
chr13	91351242	91351339	4087743	0	+	0.443299	(0.41,0.444]	chr13	418346	17	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	0	197	2	8.52312	8.714685	8.90625	1e-12	1e-12	2.67863e-9	1.24148e-9
chr2	10336504	10336604	539935	0	+	0.46	(0.444,0.48]	chr2	66730	59	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	0	182	2	8.39503	8.70531	9.01559	1e-12	1e-12	2.67863e-9	1.24148e-9
chr13	91350952	91351049	4087740	0	+	0.350515	(0.35,0.38]	chr13	418346	14	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	8	996	2	8.38798	8.583545	8.77911	1e-12	1e-12	2.67863e-9	1.24148e-9
chr6	170377197	170377297	2231364	0	+	0.63	(0.58,1]	chr6	224244	185	INTRON	INTRON	FAM120B	ENSG00000112584.14	ENST00000537664.5:ENST00000476287.4	protein_coding	protein_coding	protein_coding	protein_coding	0	308	2	8.44099	8.475594999999998	8.5102	1.38328e-11	1e-12	1.23242e-8	2.67863e-9
chr13	91350759	91350856	4087738	0	+	0.402062	(0.38,0.41]	chr13	418346	12	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	8	927	2	8.39414	8.440645	8.48715	1e-12	1e-12	2.67863e-9	1.24148e-9
chr12	62603585	62603685	3829698	0	+	0.77	(0.58,1]	chr12	387910	5	PRIMIRNA	PRIMIRNA	MIRLET7I	ENSG00000199179.3	ENST00000362309.3	miRNA	primary_miRNA	miRNA	primary_miRNA	0	306	2	8.26414	8.431915	8.59969	8.06422e-12	1e-12	7.82953e-9	2.67863e-9
chr16	85645764	85645864	4748916	0	+	0.53	(0.525,0.58]	chr16	486041	113	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000635906.1:ENST00000253458.12	protein_coding	protein_coding	protein_coding	protein_coding	14	2036	2	8.07301	8.42956	8.78611	1e-12	1e-12	2.67863e-9	1.24148e-9
chr5	140267051	140267151	2023170	0	-	0.5	(0.48,0.525]	chr5	204258	206	INTRON	INTRON	PFDN1	ENSG00000113068.10	ENST00000261813.9	protein_coding	protein_coding	protein_coding	protein_coding	0	162	2	8.27084	8.429275	8.58771	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	49527508	49527608	5680848	0	-	0.5	(0.48,0.525]	chr22	617478	859	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	60	6481	2	7.93562	8.425650000000001	8.91568	1e-12	1e-12	2.67863e-9	1.24148e-9
chr2	10335705	10335805	539927	0	+	0.49	(0.48,0.525]	chr2	66730	51	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	0	152	2	8.12094	8.354325	8.58771	1e-12	1e-12	2.67863e-9	1.24148e-9
chr4	725636	725736	1439500	0	+	0.7	(0.58,1]	chr4	152582	193	INTRON	INTRON	PCGF3	ENSG00000185619.18	ENST00000419774.5:ENST00000362003.9:ENST00000470161.6:ENST00000400151.6:ENST00000440452.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	6	1721	2	7.94024	8.3208	8.70136	1e-12	1e-12	2.67863e-9	1.24148e-9
chr7	1022706	1022806	2557404	0	-	0.49	(0.48,0.525]	chr7	257172	122	INTRON	INTRON	C7orf50	ENSG00000146540.15	ENST00000357429.10:ENST00000412051.5:ENST00000491163.1	protein_coding	protein_coding	protein_coding	protein_coding	0	142	2	7.84307	8.2829	8.72273	5.25702e-12	1e-12	5.32691e-9	2.67863e-9
chr20	63609616	63609715	5501220	0	-	0.50505	(0.48,0.525]	chr20	595308	44	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	138	2	7.6595	8.242915	8.82633	2.14976e-11	1e-12	1.77925e-8	2.67863e-9
chr13	91351146	91351242	4087742	0	+	0.46875	(0.444,0.48]	chr13	418346	16	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	4	601	2	7.85761	8.238555	8.6195	1e-12	1e-12	2.67863e-9	1.24148e-9
chr13	91350856	91350952	4087739	0	+	0.333333	(0.32,0.35]	chr13	418346	13	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	20	1773	2	7.84661	8.235495	8.62438	1e-12	1e-12	2.67863e-9	1.24148e-9
chr3	49019947	49020047	1276452	0	-	0.44	(0.41,0.444]	chr3	138661	4	PRIMIRNA	PRIMIRNA:INTRON	DALRD3:MIR425	ENSG00000178149.17:ENSG00000199032.1	ENST00000313778.9:ENST00000362162.1	miRNA	protein_coding	miRNA:protein_coding	protein_coding:primary_miRNA	0	135	2	8.1737	8.230795	8.28789	1e-12	1e-12	2.67863e-9	1.24148e-9
chr7	100093901	100093992	2659330	0	-	0.56044	(0.525,0.58]	chr7	265803	1	SS5_PROX	SS5_PROX:PRIMIRNA:INTRON	MCM7:MIR25:MIR106B	ENSG00000166508.18:ENSG00000207547.1:ENSG00000208036.1	ENST00000303887.10:ENST00000489841.5:ENST00000384816.1:ENST00000493352.1:ENST00000385301.1	miRNA	protein_coding	miRNA:protein_coding	protein_coding:retained_intron:primary_miRNA	0	181	2	7.96825	8.230360000000001	8.49247	1e-12	1e-12	2.67863e-9	1.24148e-9
chr20	63609815	63609914	5501222	0	-	0.474747	(0.444,0.48]	chr20	595308	46	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	128	2	7.7986	8.212555	8.62651	6.13776e-12	1e-12	6.11595e-9	2.67863e-9
chr17	82850026	82850126	4973883	0	+	0.58	(0.525,0.58]	chr17	517786	347	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	18	2199	2	7.20761	8.1844	9.16119	1e-12	1e-12	2.67863e-9	1.24148e-9
chr5	168560797	168560892	2039605	0	-	0.326316	(0.32,0.35]	chr5	206637	13	INTRON	INTRON	PANK3	ENSG00000120137.7	ENST00000239231.7	protein_coding	protein_coding	protein_coding	protein_coding	0	104	2	8.10307	8.172755	8.24244	1.09657e-12	1e-12	2.90294e-9	1.24148e-9
chr20	63607527	63607627	5501199	0	-	0.52	(0.48,0.525]	chr20	595308	23	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	131	2	7.4986	8.162465000000001	8.82633	7.22538e-11	1e-12	5.39091e-8	2.67863e-9
chr17	59151058	59151158	5068178	0	-	0.37	(0.35,0.38]	chr17	531572	128	INTRON	INTRON	SKA2	ENSG00000182628.13	ENST00000330137.12:ENST00000580541.1:ENST00000578105.1:ENST00000578519.5:ENST00000583927.1:ENST00000581068.5:ENST00000583380.5:ENST00000583976.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	0	105	2	7.88977	8.151745	8.41372	1.78157e-12	1e-12	2.67863e-9	2.04422e-9
chr17	28861071	28861170	5017487	0	-	0.353535	(0.35,0.38]	chr17	524075	1	EXON_LNCRNA	EXON_LNCRNA	RP11-20B24.2	ENSG00000264066.6	ENST00000582320.2	lncRNA	lncRNA	lncRNA	lncRNA	0	140	2	7.51925	8.14444	8.76963	3.98167e-10	1e-12	5.36445e-7	1.24148e-9
chr20	63607030	63607130	5501194	0	-	0.47	(0.444,0.48]	chr20	595308	18	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	120	2	7.62435	8.12543	8.62651	2.36717e-11	1e-12	1.93801e-8	2.67863e-9
chr17	30117332	30117432	4883530	0	+	0.37	(0.35,0.38]	chr17	506105	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	NSRP1	ENSG00000126653.18	ENST00000612959.4:ENST00000247026.10:ENST00000479218.6:ENST00000584317.5:ENST00000583301.5:ENST00000585881.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	0	116	2	7.9159	8.123505	8.33111	1.35342e-11	1e-12	2.62951e-8	1.24148e-9
chr16	85646261	85646361	4748921	0	+	0.56	(0.525,0.58]	chr16	486041	118	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000635906.1:ENST00000253458.12	protein_coding	protein_coding	protein_coding	protein_coding	2	376	2	8.00307	8.120935	8.2388	1e-12	1e-12	2.67863e-9	1.24148e-9
chr20	63608820	63608920	5501212	0	-	0.51	(0.48,0.525]	chr20	595308	36	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	128	2	7.8621	8.11008	8.35806	4.53904e-12	1e-12	4.67675e-9	2.67863e-9
chr1	226975857	226975956	249124	0	+	0.242424	[0,0.283]	chr1	30252	98	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	0	79	2	7.80012	8.06287	8.32562	3.53106e-12	1.47093e-12	3.74087e-9	3.73997e-9
chr4	725536	725636	1439499	0	+	0.71	(0.58,1]	chr4	152582	192	INTRON	INTRON	PCGF3	ENSG00000185619.18	ENST00000419774.5:ENST00000362003.9:ENST00000470161.6:ENST00000400151.6:ENST00000440452.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	6	1425	2	7.60493	8.050650000000001	8.49637	1e-12	1e-12	2.67863e-9	1.24148e-9
chr5	168560892	168560992	2039606	0	-	0.44	(0.41,0.444]	chr5	206638	1	SS5_PROX	SS5_PROX:INTRON	PANK3	ENSG00000120137.7	ENST00000239231.7	protein_coding	protein_coding	protein_coding	protein_coding	0	113	2	7.94809	8.024025	8.09996	1.60372e-12	1.14098e-12	2.99662e-9	1.89765e-9
chr6	170377597	170377697	2231368	0	+	0.63	(0.58,1]	chr6	224244	189	INTRON	INTRON	FAM120B	ENSG00000112584.14	ENST00000537664.5:ENST00000476287.4	protein_coding	protein_coding	protein_coding	protein_coding	0	220	2	7.58161	8.01722	8.45283	3.24214e-9	1e-12	1.56387e-6	2.67863e-9
chr20	63607130	63607229	5501195	0	-	0.50505	(0.48,0.525]	chr20	595308	19	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	118	2	7.70236	8.002005	8.30165	1.55073e-11	1e-12	1.34213e-8	2.67863e-9
chr2	10335505	10335605	539925	0	+	0.43	(0.41,0.444]	chr2	66730	49	INTRON	INTRON	HPCAL1	ENSG00000115756.13	ENST00000307845.8:ENST00000622018.4	protein_coding	protein_coding	protein_coding	protein_coding	0	106	2	7.69766	7.987674999999999	8.27769	1.16985e-11	1e-12	1.06793e-8	2.67863e-9
chr17	82850326	82850426	4973886	0	+	0.54	(0.525,0.58]	chr17	517786	350	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	32	3165	2	7.16534	7.961535	8.75773	1e-12	1e-12	2.67863e-9	1.24148e-9
chr19	13836245	13836345	5330523	0	-	0.59	(0.58,1]	chr19	570854	125	EXON_LNCRNA	EXON_LNCRNA	MIR23AHG	ENSG00000267519.6	ENST00000587762.2	lncRNA	lncRNA	lncRNA	lncRNA	0	212	2	7.84618	7.927765	8.00935	2.73283e-10	7.52665e-12	1.76887e-7	1.58475e-8
chr3	194491600	194491699	1216387	0	+	0.616162	(0.58,1]	chr3	132871	25	INTRON	INTRON	LINC00884	ENSG00000233058.2	ENST00000661941.1:ENST00000662856.1	lncRNA	lncRNA	lncRNA	lncRNA	2	593	2	7.89908	7.92235	7.94562	1e-12	1e-12	2.67863e-9	1.24148e-9
chr9	94175963	94176063	3077918	0	+	0.43	(0.41,0.444]	chr9	300604	2	EXON_LNCRNA	EXON_LNCRNA	MIRLET7A1HG	ENSG00000269929.3	ENST00000652769.1	lncRNA	lncRNA	lncRNA	lncRNA	4	377	2	7.7316	7.912395	8.09319	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	41900898	41900998	5619655	0	+	0.58	(0.525,0.58]	chr22	609724	4	SS5_PROX	SS5_PROX:INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	0	138	2	7.74681	7.890675	8.03454	6.67422e-12	2.7196e-12	1.41847e-8	2.98486e-9
chr9	94175864	94175963	3077917	0	+	0.474747	(0.444,0.48]	chr9	300604	1	EXON_LNCRNA	EXON_LNCRNA	MIRLET7A1HG	ENSG00000269929.3	ENST00000652769.1	lncRNA	lncRNA	lncRNA	lncRNA	6	505	2	7.52539	7.8504	8.17541	1e-12	1e-12	2.67863e-9	1.24148e-9
chr6	170377697	170377797	2231369	0	+	0.62	(0.58,1]	chr6	224244	190	INTRON	INTRON	FAM120B	ENSG00000112584.14	ENST00000537664.5:ENST00000476287.4	protein_coding	protein_coding	protein_coding	protein_coding	0	197	2	7.80982	7.835100000000001	7.86038	6.52353e-10	9.89941e-12	3.80435e-7	2.00957e-8
chr18	79146149	79146248	5160960	0	+	0.666667	(0.58,1]	chr18	542049	19	INTRON	INTRON	ATP9B	ENSG00000166377.20	ENST00000307671.12	protein_coding	protein_coding	protein_coding	protein_coding	0	210	2	6.94835	7.834709999999999	8.72107	1.0703e-7	1e-12	3.2199e-5	2.67863e-9
