chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chrX	68725644	68725738	5735933	0	+	0.361702	(0.36,0.39]	chrX	623453	14	UTR3	UTR3:EXON_MRNA	STARD8	ENSG00000130052.14	ENST00000374597.3	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.78084	5.8682	5.95556	1.55904e-5	4.51053e-6	0.00428141	0.00201157
chr19	45163191	45163223	5363250	0	-	0.4375	(0.42,0.45]	chr19	575838	1	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA	TRAPPC6A	ENSG00000007255.10	ENST00000006275.8:ENST00000588062.5:ENST00000585934.1:ENST00000592647.1	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.79235	5.7988800000000005	5.80541	1.21116e-5	1.02968e-5	0.00651197	0.00176163
chr16	88631584	88631679	4751740	0	+	0.694737	(0.586,1]	chr16	486383	4	UTR3	UTR3:EXON_MRNA	ZC3H18	ENSG00000158545.16	ENST00000301011.10	protein_coding	protein_coding	protein_coding	protein_coding	0	41	2	5.50079	5.723705000000001	5.94662	5.72519e-5	8.22216e-6	0.0127681	0.00136934
chr9	129008489	129008586	3229728	0	-	0.628866	(0.586,1]	chr9	318054	16	UTR3	UTR3:EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SH3GLB2	ENSG00000148341.18	ENST00000372564.8:ENST00000479237.5:ENST00000372559.5:ENST00000372554.8:ENST00000461811.5:ENST00000416629.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	42	2	5.32446	5.7192050000000005	6.11395	1.21192e-4	3.67133e-6	0.018314	8.33781e-4
chr19	3053818	3053918	5310016	0	-	0.61	(0.586,1]	chr19	566402	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	TLE5	ENSG00000104964.15	ENST00000327141.9:ENST00000587393.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	40	2	5.32446	5.6645199999999996	6.00458	1.21192e-4	6.23684e-6	0.018314	0.00116749
chr12	6753005	6753073	3903082	0	-	0.720588	(0.586,1]	chr12	397923	2	UTR5	UTR5:EXON_MRNA	MLF2	ENSG00000089693.11	ENST00000203630.10	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	5.50079	5.662005000000001	5.82322	5.72519e-5	1.46533e-5	0.0127681	0.0019405
chr15	88898949	88899038	4616160	0	-	0.606742	(0.586,1]	chr15	471063	4	UTR3	UTR3:EXON_MRNA	MFGE8	ENSG00000140545.15	ENST00000268150.13:ENST00000268151.11	protein_coding	protein_coding	protein_coding	protein_coding	4	159	2	5.21097	5.53844	5.86591	2.21958e-7	5.63014e-9	0.00165458	1.94196e-5
chr9	89316517	89316610	3072207	0	+	0.387097	(0.36,0.39]	chr9	300031	2	UTR3	UTR3:EXON_MRNA	CKS2	ENSG00000123975.5	ENST00000314355.7	protein_coding	protein_coding	protein_coding	protein_coding	12	198	2	4.52964	5.446505	6.36337	3.35258e-7	1.16851e-12	0.00185425	1.22711e-7
chr1	155140490	155140542	440476	0	-	0.711538	(0.586,1]	chr1	54460	1	UTR5	UTR5:EXON_MRNA	DPM3	ENSG00000179085.8	ENST00000341298.3:ENST00000368400.5	protein_coding	protein_coding	protein_coding	protein_coding	0	33	2	5.32446	5.43191	5.53936	1.21192e-4	5.22891e-5	0.018314	0.0040645
chr19	11553569	11553657	5326815	0	-	0.568182	(0.53,0.586]	chr19	569979	7	UTR3	UTR3:EXON_MRNA	ELOF1	ENSG00000130165.10	ENST00000252445.7:ENST00000586120.5:ENST00000590700.5	protein_coding	protein_coding	protein_coding	protein_coding	2	61	2	4.99187	5.40268	5.81349	6.09277e-6	5.9265e-8	0.00468026	6.62229e-5
chr1	1495932	1496021	1448	0	+	0.685393	(0.586,1]	chr1	406	6	UTR3	UTR3:EXON_MRNA	ATAD3B	ENSG00000160072.20	ENST00000308647.8:ENST00000472194.6:ENST00000485748.5:ENST00000474481.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	31	2	5.32446	5.348885	5.37331	1.21192e-4	1.05902e-4	0.018314	0.00619571
chr11	118747860	118747959	3755765	0	-	0.484848	(0.45,0.49]	chr11	378668	2	UTR3	UTR3:EXON_MRNA	DDX6	ENSG00000110367.13	ENST00000534980.7	protein_coding	protein_coding	protein_coding	protein_coding	8	131	2	4.46839	5.252495	6.0366	1.56862e-6	6.47499e-11	0.00289874	9.68231e-7
chr1	965279	965367	416	0	+	0.340909	(0.33,0.36]	chr1	84	2	UTR3	UTR3:EXON_MRNA	KLHL17	ENSG00000187961.14	ENST00000338591.8:ENST00000622660.1	protein_coding	protein_coding	protein_coding	protein_coding	2	41	2	4.55828	5.24592	5.93356	7.05039e-5	5.71709e-8	0.0138278	6.62229e-5
chr2	27026831	27026928	558359	0	+	0.525773	(0.49,0.53]	chr2	67911	6	UTR3	UTR3:EXON_MRNA	MAPRE3	ENSG00000084764.12	ENST00000233121.7	protein_coding	protein_coding	protein_coding	protein_coding	6	106	2	4.42383	5.19395	5.96407	4.76622e-6	3.3693e-10	0.00428141	2.35445e-6
chr19	46390435	46390525	5280349	0	+	0.5	(0.49,0.53]	chr19	560499	2	UTR3	UTR3:EXON_MRNA	PPP5C	ENSG00000011485.15	ENST00000012443.9:ENST00000391919.1	protein_coding	protein_coding	protein_coding	protein_coding	10	150	2	4.65417	5.15803	5.66189	2.39326e-7	3.58722e-10	0.00165458	2.35445e-6
chr7	130506412	130506499	2706112	0	-	0.321839	(0.29,0.33]	chr7	269545	3	UTR3	UTR3:EXON_MRNA	COPG2	ENSG00000158623.14	ENST00000425248.5	protein_coding	protein_coding	protein_coding	protein_coding	4	58	2	4.44111	5.125310000000001	5.80951	1.95754e-5	9.86749e-9	0.00845839	2.59058e-5
chr17	3924065	3924162	4985668	0	-	0.597938	(0.586,1]	chr17	519385	3	UTR3	UTR3:EXON_MRNA	ATP2A3	ENSG00000074370.18	ENST00000397041.8	protein_coding	protein_coding	protein_coding	protein_coding	2	71	2	5.09345	5.12397	5.15449	3.77346e-6	2.89688e-6	0.00428141	7.26053e-4
chr12	6769920	6769999	3771131	0	+	0.544304	(0.53,0.586]	chr12	381128	1	CDS	CDS:EXON_MRNA:EXON_LNCRNA	PTMS	ENSG00000159335.18	ENST00000540667.5:ENST00000309083.8	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	4	77	2	4.7312	5.08231	5.43342	2.92839e-6	5.15036e-8	0.00378801	6.24077e-5
chr3	48440402	48440458	1091314	0	+	0.553571	(0.53,0.586]	chr3	120629	1	CDS	CDS:EXON_MRNA	TMA7	ENSG00000232112.3	ENST00000438607.2	protein_coding	protein_coding	protein_coding	protein_coding	4	74	2	4.77518	5.03758	5.29998	2.29698e-6	1.18666e-7	0.00357526	1.02145e-4
chr7	100153849	100153906	2479849	0	+	0.561404	(0.53,0.586]	chr7	249941	1	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA:EXON_LNCRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	LAMTOR4	ENSG00000188186.10	ENST00000341942.9:ENST00000460732.5:ENST00000474831.5:ENST00000441173.1:ENST00000468582.5:ENST00000488338.2	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	2	46	2	4.86801	5.031415	5.19482	1.15813e-5	2.29034e-6	0.0066626	6.32673e-4
chrX	154381278	154381360	5785540	0	+	0.646341	(0.586,1]	chrX	628612	2	UTR3	UTR3:EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	EMD	ENSG00000102119.12	ENST00000369835.3:ENST00000369842.9:ENST00000486738.5:ENST00000683627.1:ENST00000471965.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	20	479	2	4.42775	5.015615	5.60348	1.73007e-7	1.66376e-10	0.00165458	1.7472e-6
chr9	129008683	129008783	3229730	0	-	0.57	(0.53,0.586]	chr9	318055	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	SH3GLB2	ENSG00000148341.18	ENST00000372564.8:ENST00000479237.5:ENST00000372559.5:ENST00000372554.8:ENST00000461811.5:ENST00000416629.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	46	2	4.41612	4.96478	5.51344	1.03242e-4	3.66867e-7	0.0167944	1.98334e-4
chr12	123408576	123408673	3888408	0	+	0.278351	[0,0.29]	chr12	395583	10	UTR3	UTR3:EXON_MRNA	KMT5A	ENSG00000183955.13	ENST00000402868.8	protein_coding	protein_coding	protein_coding	protein_coding	6	66	2	4.66206	4.95415	5.24624	1.64969e-6	8.62846e-8	0.00289874	8.313e-5
chr2	27026928	27027025	558360	0	+	0.649485	(0.586,1]	chr2	67911	7	UTR3	UTR3:EXON_MRNA	MAPRE3	ENSG00000084764.12	ENST00000233121.7	protein_coding	protein_coding	protein_coding	protein_coding	4	106	2	4.51923	4.933400000000001	5.34757	8.78503e-6	1.11353e-7	0.00639319	9.95645e-5
chr20	58996638	58996719	5497769	0	-	0.54321	(0.53,0.586]	chr20	594553	1	CDS	CDS:EXON_MRNA:EXON_LNCRNA	CTSZ	ENSG00000101160.15	ENST00000217131.6:ENST00000681366.1:ENST00000681029.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	2	43	2	4.58298	4.9180150000000005	5.25305	4.74003e-5	1.65284e-6	0.0115334	5.24388e-4
chr19	10295838	10295929	5227560	0	+	0.505495	(0.49,0.53]	chr19	550941	1	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ICAM5	ENSG00000105376.5	ENST00000221980.5:ENST00000586480.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	4	61	2	4.34201	4.91616	5.49031	2.54472e-5	4.59317e-8	0.00890782	6.10572e-5
chr6	33697652	33697750	2267718	0	-	0.479592	(0.45,0.49]	chr6	228875	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	UQCC2	ENSG00000137288.10	ENST00000606961.1:ENST00000374231.8:ENST00000607484.6:ENST00000374214.3	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	35	2	4.52525	4.90825	5.29125	7.22074e-5	2.02265e-6	0.0139501	5.98335e-4
chr15	68779983	68780080	4584594	0	-	0.443299	(0.42,0.45]	chr15	468238	16	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	ANP32A	ENSG00000140350.15	ENST00000465139.6:ENST00000409628.6:ENST00000267918.9	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	6	75	2	4.31848	4.899785	5.48109	9.17054e-6	1.24671e-8	0.00650262	2.94141e-5
chr12	56117481	56117524	3823938	0	+	0.465116	(0.45,0.49]	chr12	386617	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA:EXON_LNCRNA	RPL41	ENSG00000229117.9	ENST00000501597.3:ENST00000546485.5:ENST00000546591.6:ENST00000358888.7:ENST00000546654.1:ENST00000552314.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	24	290	2	3.86196	4.87182	5.88168	2.9038e-6	3.54106e-12	0.00378801	1.85932e-7
chr11	62715001	62715100	3690877	0	-	0.272727	[0,0.29]	chr11	371505	25	UTR3	UTR3:EXON_MRNA:SS5_PROX:INTRON	HNRNPUL2-BSCL2:HNRNPUL2	ENSG00000234857.2:ENSG00000214753.4	ENST00000403734.2:ENST00000301785.7	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	14	133	2	4.21175	4.856755	5.50176	1.67715e-6	5.41206e-10	0.00289874	2.9913e-6
chr22	35838596	35838696	5664046	0	-	0.5	(0.49,0.53]	chr22	615194	144	INTRON	INTRON	RBFOX2	ENSG00000100320.23	ENST00000438146.7:ENST00000416721.6	protein_coding	protein_coding	protein_coding	protein_coding	20	253	2	3.86569	4.835179999999999	5.80467	3.99601e-6	1.04904e-11	0.00428141	2.75412e-7
chr20	33657549	33657642	5469874	0	-	0.526882	(0.49,0.53]	chr20	590739	6	UTR3	UTR3:EXON_MRNA	NECAB3	ENSG00000125967.17	ENST00000375238.8:ENST00000246190.11:ENST00000488489.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	4	56	2	4.34201	4.81784	5.29367	2.54472e-5	1.61464e-7	0.00890782	1.24988e-4
chr14	69771823	69771914	4257889	0	+	0.274725	[0,0.29]	chr14	432799	5	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SRSF5	ENSG00000100650.16	ENST00000554465.5:ENST00000394366.6:ENST00000557154.6:ENST00000553635.5:ENST00000556587.5:ENST00000556647.1:ENST00000554929.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	22	193	2	4.20412	4.806195	5.40827	5.43696e-7	2.37645e-10	0.0025059	2.26875e-6
chr19	12943762	12943813	5235919	0	+	0.529412	(0.49,0.53]	chr19	552444	2	CDS	CDS:UTR3:EXON_MRNA	CALR	ENSG00000179218.15	ENST00000316448.10:ENST00000586967.2:ENST00000680816.1:ENST00000586803.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	6	85	2	3.82289	4.7891200000000005	5.75535	1.06181e-4	1.47953e-9	0.0170716	7.06238e-6
chr14	23325286	23325384	4193239	0	+	0.27551	[0,0.29]	chr14	427754	1	UTR3	UTR3:EXON_MRNA	BCL2L2-PABPN1:PABPN1	ENSG00000258643.6:ENSG00000100836.11	ENST00000678502.1:ENST00000553781.5:ENST00000216727.9:ENST00000397276.6	protein_coding	protein_coding	protein_coding	protein_coding	6	63	2	4.03607	4.7889	5.54173	5.0771e-5	1.16817e-8	0.0117002	2.92085e-5
chr12	124014377	124014474	3890525	0	+	0.319588	(0.29,0.33]	chr12	396037	16	UTR3	UTR3:EXON_MRNA	ZNF664	ENSG00000179195.16	ENST00000539644.5:ENST00000392404.7:ENST00000538932.6:ENST00000337815.9	protein_coding	protein_coding	protein_coding	protein_coding	4	44	2	4.36806	4.788665	5.20927	2.85752e-5	5.08558e-7	0.00934646	2.46112e-4
chr7	100681429	100681525	2661062	0	-	0.260417	[0,0.29]	chr7	266233	21	UTR3	UTR3:EXON_MRNA	GIGYF1	ENSG00000146830.11	ENST00000678049.1:ENST00000646601.1	protein_coding	protein_coding	protein_coding	protein_coding	10	95	2	4.04573	4.774760000000001	5.50379	1.12783e-5	1.92461e-9	0.00663598	8.7875e-6
chr2	84906002	84906017	637915	0	+	0.2	[0,0.29]	chr2	74520	1	UTR5	UTR5:EXON_MRNA	TMSB10	ENSG00000034510.6	ENST00000233143.6	protein_coding	protein_coding	protein_coding	protein_coding	14	122	2	4.27156	4.76873	5.2659	1.16934e-6	3.04246e-9	0.00289874	1.33126e-5
chr6	16266122	16266222	2074004	0	+	0.42	(0.39,0.42]	chr6	210018	110	INTRON	INTRON	GMPR	ENSG00000137198.10	ENST00000259727.5	protein_coding	protein_coding	protein_coding	protein_coding	92	840	2	4.04106	4.759510000000001	5.47796	1.38989e-7	5.98765e-12	0.00165458	2.09598e-7
chr16	2253209	2253303	4762488	0	-	0.255319	[0,0.29]	chr16	488799	2	UTR3	UTR3:EXON_MRNA	RNPS1	ENSG00000205937.12	ENST00000397086.6:ENST00000566458.5:ENST00000320225.10:ENST00000566397.5	protein_coding	protein_coding	protein_coding	protein_coding	6	61	2	3.96299	4.735465	5.50794	7.31455e-5	1.47553e-8	0.0139501	3.28336e-5
chr12	55971819	55971916	3823396	0	+	0.371134	(0.36,0.39]	chr12	386453	3	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	CDK2	ENSG00000123374.11	ENST00000555408.5:ENST00000553376.5:ENST00000266970.9:ENST00000354056.4:ENST00000554545.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	2	28	2	4.71978	4.72512	4.73046	5.31923e-5	3.11096e-5	0.0097762	0.00407818
chr11	60890988	60891076	3686909	0	-	0.590909	(0.586,1]	chr11	370424	6	UTR3	UTR3:EXON_MRNA	PRPF19	ENSG00000110107.9	ENST00000227524.9	protein_coding	protein_coding	protein_coding	protein_coding	6	125	2	4.39419	4.724445	5.0547	4.98053e-6	1.47328e-7	0.00430411	1.19936e-4
chr20	63891045	63891145	5445134	0	+	0.51	(0.49,0.53]	chr20	587956	12	UTR3	UTR3:EXON_MRNA	TPD52L2	ENSG00000101150.18	ENST00000346249.9:ENST00000348257.9	protein_coding	protein_coding	protein_coding	protein_coding	8	93	2	3.98741	4.689935	5.39246	2.12727e-5	5.73258e-9	0.00865112	1.94196e-5
chr6	8079691	8079790	2246427	0	-	0.252525	[0,0.29]	chr6	225116	4	UTR3	UTR3:EXON_MRNA:INTRON	EEF1E1	ENSG00000124802.12	ENST00000429723.6:ENST00000502429.5:ENST00000379715.10	protein_coding	protein_coding	protein_coding	protein_coding	16	140	2	3.84078	4.685625	5.53047	1.02136e-5	2.70325e-10	0.00651197	2.35445e-6
chr5	168549092	168549192	2039485	0	-	0.22	[0,0.29]	chr5	206627	7	UTR3	UTR3:EXON_MRNA	PANK3	ENSG00000120137.7	ENST00000239231.7	protein_coding	protein_coding	protein_coding	protein_coding	6	61	2	3.71854	4.6627849999999995	5.60703	2.34543e-4	7.41319e-9	0.0258409	2.22428e-5
chr12	53446014	53446059	3821436	0	+	0.511111	(0.49,0.53]	chr12	385940	1	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA	PRR13	ENSG00000205352.11	ENST00000549924.5:ENST00000551003.5:ENST00000429243.7:ENST00000549068.5:ENST00000546581.5:ENST00000379786.8	protein_coding	protein_coding	protein_coding	protein_coding	4	50	2	4.20637	4.66041	5.11445	5.01308e-5	4.89352e-7	0.0116497	2.42402e-4
chr1	156036186	156036285	445735	0	-	0.474747	(0.45,0.49]	chr1	55381	10	UTR3	UTR3:EXON_MRNA	UBQLN4	ENSG00000160803.8	ENST00000368309.4	protein_coding	protein_coding	protein_coding	protein_coding	4	48	2	4.0421	4.65755	5.273	1.17438e-4	2.16904e-7	0.0181734	1.50849e-4
chr1	155140140	155140240	440471	0	-	0.63	(0.586,1]	chr1	54455	1	CDS_START	CDS_START:CDS:EXON_MRNA	DPM3	ENSG00000179085.8	ENST00000341298.3:ENST00000368400.5	protein_coding	protein_coding	protein_coding	protein_coding	2	54	2	4.19016	4.652775	5.11539	2.49553e-4	3.53179e-6	0.0261407	8.21734e-4
chr2	70288129	70288192	902690	0	-	0.412698	(0.39,0.42]	chr2	100172	2	CDS	CDS:EXON_MRNA:EXON_LNCRNA	SNRPG	ENSG00000143977.14	ENST00000272348.7:ENST00000429728.1:ENST00000482975.6:ENST00000438261.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	4	43	2	4.26019	4.640965	5.02174	4.3491e-5	1.23646e-6	0.0114543	4.37195e-4
chr18	3277764	3277837	5117263	0	+	0.493151	(0.49,0.53]	chr18	538357	1	CDS	CDS:EXON_MRNA	MYL12B	ENSG00000118680.14	ENST00000237500.10:ENST00000581193.5:ENST00000400175.9:ENST00000584539.1	protein_coding	protein_coding	protein_coding	protein_coding	2	30	2	4.46196	4.618505000000001	4.77505	9.19682e-5	2.81368e-5	0.0160968	0.00283025
chr16	29810697	29810790	4682337	0	+	0.569892	(0.53,0.586]	chr16	479433	6	UTR3	UTR3:EXON_MRNA	MAZ	ENSG00000103495.14	ENST00000545521.5:ENST00000322945.11:ENST00000219782.10:ENST00000568544.5:ENST00000568282.1:ENST00000565777.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	20	238	2	3.90218	4.61725	5.33232	3.01353e-6	3.1829e-10	0.00378801	2.35445e-6
chr19	55674160	55674253	5296890	0	+	0.655914	(0.586,1]	chr19	563822	2	UTR3	UTR3:EXON_MRNA	U2AF2	ENSG00000063244.13	ENST00000450554.6:ENST00000308924.9:ENST00000590551.1	protein_coding	protein_coding	protein_coding	protein_coding	4	81	2	4.48011	4.607695	4.73528	1.06831e-5	3.02227e-6	0.00651197	7.50272e-4
chr20	37517814	37517914	5479401	0	-	0.48	(0.45,0.49]	chr20	592182	5	UTR3	UTR3:EXON_MRNA	BLCAP	ENSG00000166619.15	ENST00000373537.7	protein_coding	protein_coding	protein_coding	protein_coding	4	47	2	3.86463	4.591555	5.31848	2.64155e-4	1.62787e-7	0.0264672	1.24988e-4
chr1	47378141	47378240	74184	0	+	0.222222	[0,0.29]	chr1	10893	15	UTR3	UTR3:EXON_MRNA	CMPK1	ENSG00000162368.14	ENST00000371873.10	protein_coding	protein_coding	protein_coding	protein_coding	18	155	2	3.49828	4.56926	5.64024	5.01201e-5	7.81081e-11	0.0116497	9.68231e-7
chr4	6675555	6675653	1448548	0	+	0.336735	(0.33,0.36]	chr4	153765	11	UTR3	UTR3:EXON_MRNA	AC093323.3	ENSG00000170846.17	ENST00000307533.10:ENST00000635031.1:ENST00000444232.3	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	6	53	2	4.03154	4.565695	5.09985	4.73527e-5	2.15633e-7	0.0115334	1.50849e-4
chr3	50330080	50330180	1280047	0	-	0.49	(0.45,0.49]	chr3	139426	4	UTR3	UTR3:EXON_MRNA	RASSF1	ENSG00000068028.18	ENST00000327761.7:ENST00000359365.9:ENST00000395126.7	protein_coding	protein_coding	protein_coding	protein_coding	10	97	2	3.82642	4.563315	5.30021	2.87282e-5	5.35357e-9	0.00934646	1.94196e-5
chr20	35704383	35704480	5475954	0	-	0.278351	[0,0.29]	chr20	591680	9	UTR3	UTR3:EXON_MRNA	RBM39	ENSG00000131051.24	ENST00000639702.1:ENST00000463004.5:ENST00000361162.10:ENST00000528062.7:ENST00000429968.5:ENST00000444878.5:ENST00000476806.5:ENST00000495293.5:ENST00000492779.5:ENST00000482563.1:ENST00000490354.5:ENST00000465158.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	12	92	2	4.0679	4.562215	5.05653	5.97417e-6	2.30296e-8	0.00468026	4.47591e-5
chr14	69771642	69771733	4257887	0	+	0.296703	(0.29,0.33]	chr14	432799	3	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SRSF5	ENSG00000100650.16	ENST00000554465.5:ENST00000394366.6:ENST00000557154.6:ENST00000553635.5:ENST00000556587.5:ENST00000556647.1:ENST00000554929.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	18	134	2	3.95332	4.54014	5.12696	3.82295e-6	3.59621e-9	0.00428141	1.45252e-5
chr19	12734393	12734475	5329661	0	-	0.707317	(0.586,1]	chr19	570538	2	CDS	CDS:EXON_MRNA	TRIR	ENSG00000123144.11	ENST00000242784.5	protein_coding	protein_coding	protein_coding	protein_coding	2	47	2	4.40824	4.53008	4.65192	9.8163e-5	3.32723e-5	0.0165704	0.00313371
